-0.385000018,0.029330106,-9.91E-06,-0.141628231
-0.385,0.028741871,1.16E-06,-0.077647054
-0.385,0.028153635,0,-0.077647054
-0.385,0.0275654,0,-0.077647054
-0.385,0.026977165,0,-0.077647054
-0.385,0.026388929,0,-0.077647054
-0.385,0.025800694,0,-0.077647054
-0.385,0.025212459,0,-0.077647054
-0.385,0.024624224,0,-0.077647054
-0.385,0.024035988,0,-0.077647054
-0.385,0.023447753,0,-0.077647054
-0.385,0.022859518,0,-0.077647054
-0.385,0.022271282,0,-0.077647054
-0.385,0.021683047,0,-0.077647054
-0.385,0.021094812,0,-0.077647054
-0.385,0.020506576,0,-0.077647054
-0.385,0.019918341,0,-0.077647054
-0.385,0.019330106,0,-0.077647054
-0.385,0.018741871,0,-0.077647054
-0.385,0.018153635,0,-0.077647054
-0.385,0.0175654,0,-0.077647054
-0.385,0.016977165,0,-0.077647054
-0.385,0.016388929,0,-0.077647054
-0.385,0.015800694,0,-0.077647054
-0.385,0.015212459,0,-0.077647054
-0.385,0.014624224,0,-0.077647054
-0.385,0.014035988,0,-0.077647054
-0.385,0.013447753,0,-0.077647054
-0.385,0.012859518,0,-0.077647054
-0.385,0.012271282,0,-0.077647054
-0.385,0.011683047,0,-0.077647054
-0.385,0.011094812,0,-0.077647054
-0.385,0.010506576,0,-0.077647126
-0.385,0.009918341,0,-0.078806043
-0.385,0.009330106,0,-0.080000002
-0.385,0.008741871,0,-0.080000002
-0.385,0.008153635,0,-0.080000002
-0.385,0.0075654,0,-0.080000002
-0.385,0.006977165,0,-0.080000002
-0.385,0.006388929,0,-0.080000002
-0.385,0.005800694,0,-0.080000002
-0.385,0.005212459,0,-0.080000002
-0.385,0.004624224,0,-0.080000002
-0.385,0.004035988,0,-0.080000002
-0.385,0.003447753,0,-0.080000002
-0.385,0.002859518,0,-0.080000002
-0.385,0.002271282,0,-0.080000002
-0.385,0.001683047,0,-0.080000002
-0.385,0.001094812,0,-0.080000002
-0.385,0.000506576,0,-0.074447202
-0.385,0,0,-0.074447202
-0.385,-0.000588235,0,-0.080000002
-0.385,-0.001176471,0,-0.080000002
-0.385,-0.001764706,0,-0.080000002
-0.385,-0.002352941,0,-0.080000002
-0.385,-0.002941176,0,-0.080000002
-0.385,-0.003529412,0,-0.080000002
-0.385,-0.004117647,0,-0.080000002
-0.385,-0.004705882,0,-0.080000002
-0.385,-0.005294118,0,-0.080000002
-0.385,-0.005882353,0,-0.080000002
-0.385,-0.006470588,0,-0.080000202
-0.385,-0.007058826,0,-0.080000002
-0.385,-0.007647059,0,-0.079999802
-0.385,-0.008235294,0,-0.080000002
-0.385,-0.008823529,0,-0.080000002
-0.385,-0.009411765,0,-0.079999969
-0.385,-0.01,0,-0.079999969
-0.385,-0.010588235,0,-0.080000002
-0.385,-0.011176471,0,-0.080000002
-0.385,-0.011764706,0,-0.080000002
-0.385,-0.012352941,0,-0.080000002
-0.385,-0.012941176,0,-0.080000002
-0.385,-0.013529412,0,-0.080000002
-0.385,-0.014117647,0,-0.080000002
-0.385,-0.014705882,0,-0.080000002
-0.385,-0.015294118,0,-0.080000002
-0.385,-0.015882353,0,-0.080000002
-0.385,-0.016470588,0,-0.080000002
-0.385,-0.017058824,0,-0.080000002
-0.385,-0.017647059,0,-0.080000002
-0.385,-0.018235294,0,-0.080000002
-0.385,-0.018823529,0,-0.080000002
-0.385,-0.019411765,0,-0.080000002
-0.385,-0.02,0,-0.080000002
-0.385,-0.020588235,0,-0.080000002
-0.385,-0.021176471,0,-0.080000002
-0.385,-0.021764706,0,-0.080000002
-0.385,-0.022352941,0,-0.080000002
-0.385,-0.022941176,0,-0.080000002
-0.385,-0.023529412,0,-0.080000002
-0.385,-0.024117647,0,-0.080000002
-0.385,-0.024705882,0,-0.080000002
-0.385,-0.025294118,0,-0.080000002
-0.385,-0.025882353,0,-0.080000002
-0.385,-0.026470588,0,-0.080000002
-0.385,-0.027058824,0,-0.080000002
-0.385,-0.027647059,0,-0.080000002
-0.385,-0.028235294,-4.00E-07,-0.080000002
-0.385000006,-0.028823529,0,-0.080000002
-0.385,-0.029411765,1.08E-05,-0.079999969
-0.384999847,-0.03,0.00018337,-0.145531813
-0.384998518,-0.030588235,0.003379765,-0.804704038
-0.384994906,-0.031176468,0.007266496,-0.804695991
-0.384987894,-0.031764691,0.012690214,-0.804677885
-0.384976353,-0.032352897,0.019675063,-0.804643685
-0.384959129,-0.032941071,0.028305535,-0.804579309
-0.384934971,-0.033529182,0.038621867,-0.804468661
-0.384902665,-0.034117194,0.050587846,-0.804297661
-0.384861012,-0.034705056,0.064211519,-0.804052226
-0.384808788,-0.035292709,0.079525075,-0.803710226
-0.384744747,-0.035880071,0.096608985,-0.803241485
-0.384667547,-0.036467038,0.115571883,-0.80260979
-0.384575782,-0.037053476,0.136409746,-0.801782955
-0.384468118,-0.037639235,0.159086363,-0.800730802
-0.3843432,-0.038224135,0.183645991,-0.799413096
-0.384199629,-0.038807968,0.210116797,-0.797783566
-0.384036012,-0.039390485,0.238599367,-0.795773813
-0.3838508,-0.039971379,0.269133938,-0.793321471
-0.383642541,-0.040550312,0.301623945,-0.79038027
-0.383409829,-0.041126906,0.336017082,-0.786893881
-0.383151288,-0.041700741,0.37228116,-0.782801951
-0.382865559,-0.042271353,0.410400085,-0.778030044
-0.382551288,-0.042838212,0.4502612,-0.772489643
-0.382207282,-0.043400724,0.491981185,-0.766072112
-0.381832018,-0.0439582,0.535970441,-0.758622546
-0.3814237,-0.044509821,0.58322278,-0.749839179
-0.380979353,-0.045054456,0.634675685,-0.739333742
-0.380495812,-0.045590718,0.690691273,-0.726631457
-0.379969571,-0.046116782,0.751221262,-0.711346066
-0.379397535,-0.046630697,0.815879393,-0.693212015
-0.378776765,-0.04713025,0.884428278,-0.671867187
-0.378104512,-0.047612959,0.956582246,-0.646704029
-0.377378253,-0.048075724,1.031500379,-0.617082799
-0.376596471,-0.048515126,1.107645689,-0.582892851
-0.375758888,-0.048927906,1.183432905,-0.544272996
-0.374866306,-0.049310847,1.257337109,-0.501315775
-0.373920676,-0.049660824,1.327117194,-0.454172071
